Rank;Player;Age;Nation;Position;Squad;Competition;Match_played;Minutes_played;Goals_Scored;Assist;Goals_Excluding_Penalties;Red_Cards;Goals_per_90min;Assist_per_90min;Goals&Assist_per_90min;Goals_excluding_penalties_90min
2779;Axel Witsel;34;be BEL;DF;Atlético Madrid;es La Liga;35;2783;2;0;2;0;0.06;0.00;0.06;0.06
1491;Marcos Llorente;28;es ESP;MF,DF;Atlético Madrid;es La Liga;37;2565;6;4;6;0;0.21;0.14;0.35;0.21
1942;Jan Oblak;30;si SVN;GK;Atlético Madrid;es La Liga;38;3420;0;0;0;0;0.00;0.00;0.00;0.00
1699;Nathanael Mbuku;21;fr FRA;FW;Augsburg;de Bundesliga;1;5;0;0;0;0;0.00;0.00;0.00;0.00
293;Mergim Berisha;25;de GER;FW;Augsburg;de Bundesliga;2;122;0;0;0;0;0.00;0.00;0.00;0.00
292;Mergim Berisha;25;de GER;FW;Hoffenheim;de Bundesliga;6;144;0;0;0;0;0.00;0.00;0.00;0.00
1958;Masaya Okugawa;27;jp JPN;FW,DF;Augsburg;de Bundesliga;2;32;0;0;0;0;0.00;0.00;0.00;0.00
462;Irvin Cardona;25;fr FRA;MF,DF;Augsburg;de Bundesliga;3;54;0;0;0;0;0.00;0.00;0.00;0.00
1374;Tomáš Koubek;30;cz CZE;GK;Augsburg;de Bundesliga;3;270;0;0;0;0;0.00;0.00;0.00;0.00
1358;Mert Kömür;18;de GER;MF,DF;Augsburg;de Bundesliga;4;118;1;0;1;0;0.76;0.00;0.76;0.76
306;Pep Biel;26;es ESP;MF,FW;Augsburg;de Bundesliga;11;285;0;0;0;0;0.00;0.00;0.00;0.00
2116;Patric Pfeiffer;23;de GER;DF;Augsburg;de Bundesliga;11;511;0;1;0;0;0.00;0.18;0.18;0.00
1070;Robert Gumny;25;pl POL;DF;Augsburg;de Bundesliga;13;481;0;0;0;0;0.00;0.00;0.00;0.00
238;Maximilian Bauer;23;de GER;DF;Augsburg;de Bundesliga;14;810;1;0;1;0;0.11;0.00;0.11;0.11
1213;Kristijan Jakić;26;hr CRO;MF;Augsburg;de Bundesliga;14;1051;2;1;2;0;0.17;0.09;0.26;0.17
1214;Kristijan Jakić;26;hr CRO;MF,FW;Eint Frankfurt;de Bundesliga;4;200;0;0;0;0;0.00;0.00;0.00;0.00
379;Tim Breithaupt;21;de GER;MF;Augsburg;de Bundesliga;16;629;0;0;0;0;0.00;0.00;0.00;0.00
754;Niklas Dorsch;25;de GER;MF;Augsburg;de Bundesliga;21;1386;0;0;0;0;0.00;0.00;0.00;0.00
1229;Fredrik Jensen;25;fi FIN;MF,FW;Augsburg;de Bundesliga;22;1338;2;4;2;0;0.13;0.27;0.40;0.13
1567;Arne Maier;24;de GER;MF;Augsburg;de Bundesliga;22;1003;2;4;2;0;0.18;0.36;0.54;0.18
1746;Sven Michel;33;de GER;FW,MF;Augsburg;de Bundesliga;22;583;2;1;1;0;0.31;0.15;0.46;0.15
1174;Iago;26;br BRA;DF;Augsburg;de Bundesliga;23;1622;1;1;1;0;0.06;0.06;0.11;0.06
1688;Kevin Mbabu;28;ch SUI;DF;Augsburg;de Bundesliga;25;2047;0;2;0;0;0.00;0.09;0.09;0.00
2219;Elvis Rexhbeçaj;25;de GER;MF;Augsburg;de Bundesliga;25;1985;2;0;1;0;0.09;0.00;0.09;0.05
773;Dion Drena Beljo;21;hr CRO;FW,MF;Augsburg;de Bundesliga;26;581;2;0;2;0;0.31;0.00;0.31;0.31
2063;Mads Pedersen;26;dk DEN;DF;Augsburg;de Bundesliga;27;1786;1;1;1;1;0.05;0.05;0.10;0.05
1021;Jeffrey Gouweleeuw;32;nl NED;DF;Augsburg;de Bundesliga;30;2593;1;0;1;0;0.03;0.00;0.03;0.03
625;Finn Dahmen;25;de GER;GK;Augsburg;de Bundesliga;31;2790;0;0;0;0;0.00;0.00;0.00;0.00
2675;Ruben Vargas;24;ch SUI;MF,FW;Augsburg;de Bundesliga;31;1962;4;5;4;0;0.18;0.23;0.41;0.18
822;Arne Engels;19;be BEL;MF,DF;Augsburg;de Bundesliga;32;1405;3;2;3;1;0.19;0.13;0.32;0.19
674;Ermedin Demirović;25;ba BIH;FW,MF;Augsburg;de Bundesliga;33;2873;15;9;12;0;0.47;0.28;0.75;0.38
859;Ohis Felix Uduokhai;25;de GER;DF;Augsburg;de Bundesliga;33;2921;2;0;2;1;0.06;0.00;0.06;0.06
2594;Phillip Tietz;26;de GER;FW;Augsburg;de Bundesliga;34;2382;8;4;8;0;0.30;0.15;0.45;0.30
478;Marc Casado;19;es ESP;MF;Barcelona;es La Liga;2;15;0;0;0;0;0.00;0.00;0.00;0.00
836;Abde Ezzalzouli;21;ma MAR;FW,MF;Barcelona;es La Liga;2;68;0;0;0;0;0.00;0.00;0.00;0.00
837;Abde Ezzalzouli;21;ma MAR;FW;Betis;es La Liga;26;865;1;0;1;0;0.10;0.00;0.10;0.10
943;Eric García;22;es ESP;DF;Barcelona;es La Liga;2;57;0;0;0;0;0.00;0.00;0.00;0.00
944;Eric García;22;es ESP;DF;Girona;es La Liga;30;2637;5;0;5;0;0.17;0.00;0.17;0.17
850;Ansu Fati;20;es ESP;MF,FW;Barcelona;es La Liga;3;50;0;0;0;0;0.00;0.00;0.00;0.00
849;Ansu Fati;20;es ESP;MF,FW;Brighton;eng Premier League;19;521;2;0;2;0;0.35;0.00;0.35;0.35
1065;Marc Guiu;17;es ESP;FW,MF;Barcelona;es La Liga;3;74;1;0;1;0;1.22;0.00;1.22;1.22
83;Marcos Alonso;32;es ESP;DF;Barcelona;es La Liga;5;252;0;0;0;0;0.00;0.00;0.00;0.00
900;Héctor Fort;16;es ESP;DF;Barcelona;es La Liga;7;318;0;2;0;0;0.00;0.57;0.57;0.00
2082;Iñaki Peña;24;es ESP;GK;Barcelona;es La Liga;10;900;0;0;0;0;0.00;0.00;0.00;0.00
960;Gavi;18;es ESP;MF,FW;Barcelona;es La Liga;12;944;1;1;1;0;0.10;0.10;0.19;0.10
2243;Sergi Roberto;31;es ESP;MF,DF;Barcelona;es La Liga;14;860;3;2;3;0;0.31;0.21;0.52;0.31
2278;Vitor Roque;18;br BRA;FW;Barcelona;es La Liga;14;328;2;0;2;1;0.55;0.00;0.55;0.55
196;Alejandro Balde;19;es ESP;DF;Barcelona;es La Liga;18;1378;0;1;0;0;0.00;0.07;0.07;0.00
612;Pau Cubarsí;16;es ESP;DF;Barcelona;es La Liga;19;1558;0;0;0;0;0.00;0.00;0.00;0.00
1245;Frenkie de Jong;26;nl NED;MF;Barcelona;es La Liga;20;1634;2;0;2;0;0.11;0.00;0.11;0.11
1642;Iñigo Martínez;32;es ESP;DF;Barcelona;es La Liga;20;1296;0;0;0;0;0.00;0.00;0.00;0.00
2066;Pedri;20;es ESP;MF,FW;Barcelona;es La Liga;24;1476;4;2;4;0;0.24;0.12;0.37;0.24
126;Ronald Araújo;24;uy URU;DF;Barcelona;es La Liga;25;1997;1;2;1;0;0.05;0.09;0.14;0.05
2194;Raphinha;26;br BRA;FW,MF;Barcelona;es La Liga;28;1368;6;9;5;1;0.39;0.59;0.99;0.33
2273;Oriol Romeu;31;es ESP;MF;Barcelona;es La Liga;28;936;0;1;0;0;0.00;0.10;0.10;0.00
2570;Marc-André ter Stegen;31;de GER;GK;Barcelona;es La Liga;28;2520;0;0;0;0;0.00;0.00;0.00;0.00
2613;Ferrán Torres;23;es ESP;FW;Barcelona;es La Liga;29;1211;7;2;7;0;0.52;0.15;0.67;0.52
533;Andreas Christensen;27;dk DEN;DF,MF;Barcelona;es La Liga;30;1979;2;2;2;0;0.09;0.09;0.18;0.09
858;João Félix;23;pt POR;FW;Barcelona;es La Liga;30;1540;7;3;7;0;0.41;0.18;0.58;0.41
1509;Fermin López;20;es ESP;MF,FW;Barcelona;es La Liga;31;1446;8;0;8;0;0.50;0.00;0.50;0.50
446;João Cancelo;29;pt POR;DF;Barcelona;es La Liga;32;2503;2;4;2;0;0.07;0.14;0.22;0.07
1376;Jules Koundé;24;fr FRA;DF;Barcelona;es La Liga;35;2899;1;2;1;0;0.03;0.06;0.09;0.03
1473;Robert Lewandowski;34;pl POL;FW;Barcelona;es La Liga;35;2750;19;8;15;0;0.62;0.26;0.88;0.49
1071;İlkay Gündoğan;32;de GER;MF;Barcelona;es La Liga;36;2994;5;9;4;0;0.15;0.27;0.42;0.12
2792;Lamine Yamal;16;es ESP;FW;Barcelona;es La Liga;37;2201;5;5;5;0;0.20;0.20;0.41;0.20
149;Jonathan Asp Jensen;17;dk DEN;FW;Bayern Munich;de Bundesliga;1;1;0;0;0;0;0.00;0.00;0.00;0.00
1028;Ryan Gravenberch;21;nl NED;FW;Bayern Munich;de Bundesliga;1;10;0;0;0;0;0.00;0.00;0.00;0.00
1027;Ryan Gravenberch;21;nl NED;MF;Liverpool;eng Premier League;26;1121;1;0;1;0;0.08;0.00;0.08;0.08
2091;Daniel Peretz;23;il ISR;GK;Bayern Munich;de Bundesliga;1;17;0;0;0;0;0.00;0.00;0.00;0.00
2098;Matteo Perez Vinlöf;17;se SWE;FW;Bayern Munich;de Bundesliga;1;16;0;0;0;0;0.00;0.00;0.00;0.00
328;Sacha Boey;22;fr FRA;DF;Bayern Munich;de Bundesliga;2;109;0;0;0;0;0.00;0.00;0.00;0.00
2362;Bouna Sarr;31;sn SEN;DF;Bayern Munich;de Bundesliga;2;106;0;0;0;0;0.00;0.00;0.00;0.00
1387;Frans Krätzig;20;de GER;DF;Bayern Munich;de Bundesliga;4;56;0;0;0;0;0.00;0.00;0.00;0.00
2848;Lovro Zvonarek;18;hr CRO;FW,MF;Bayern Munich;de Bundesliga;5;163;1;0;1;0;0.55;0.00;0.55;0.55
2822;Bryan Zaragoza;22;es ESP;FW,MF;Bayern Munich;de Bundesliga;7;183;0;0;0;0;0.00;0.00;0.00;0.00
2821;Bryan Zaragoza;22;es ESP;MF,FW;Granada;es La Liga;21;1638;6;2;5;0;0.33;0.11;0.44;0.27
986;Serge Gnabry;28;de GER;FW,MF;Bayern Munich;de Bundesliga;10;432;3;1;3;0;0.62;0.21;0.83;0.62
2654;Sven Ulreich;34;de GER;GK;Bayern Munich;de Bundesliga;11;990;0;0;0;0;0.00;0.00;0.00;0.00
714;Eric Dier;29;eng ENG;DF;Bayern Munich;de Bundesliga;15;1166;0;0;0;0;0.00;0.00;0.00;0.00
713;Eric Dier;29;eng ENG;DF;Tottenham;eng Premier League;4;201;0;0;0;0;0.00;0.00;0.00;0.00
562;Kingsley Coman;27;fr FRA;FW;Bayern Munich;de Bundesliga;17;1113;3;3;3;0;0.24;0.24;0.49;0.24
1684;Noussair Mazraoui;25;ma MAR;DF;Bayern Munich;de Bundesliga;19;1197;0;3;0;0;0.00;0.23;0.23;0.00
2057;Aleksandar Pavlovic;19;de GER;MF;Bayern Munich;de Bundesliga;19;1227;2;2;2;0;0.15;0.15;0.29;0.15
1054;Raphaël Guerreiro;29;pt POR;DF,MF;Bayern Munich;de Bundesliga;20;1191;3;0;3;0;0.23;0.00;0.23;0.23
1478;Matthijs de Ligt;23;nl NED;DF;Bayern Munich;de Bundesliga;22;1390;2;0;2;0;0.13;0.00;0.13;0.13
1891;Manuel Neuer;37;de GER;GK;Bayern Munich;de Bundesliga;23;2053;0;0;0;0;0.00;0.00;0.00;0.00
1848;Jamal Musiala;20;de GER;MF,FW;Bayern Munich;de Bundesliga;24;1755;10;5;10;0;0.51;0.26;0.77;0.51
1759;Kim Min-jae;26;kr KOR;DF;Bayern Munich;de Bundesliga;25;1970;1;1;1;0;0.05;0.05;0.09;0.05
2659;Dayot Upamecano;24;fr FRA;DF;Bayern Munich;de Bundesliga;25;1762;1;0;1;1;0.05;0.00;0.05;0.05
1678;Eric Maxim Choupo-Moting;34;cm CMR;MF,FW;Bayern Munich;de Bundesliga;27;717;2;2;2;0;0.25;0.25;0.50;0.25
2346;Leroy Sané;27;de GER;FW;Bayern Munich;de Bundesliga;27;2137;8;11;8;0;0.34;0.46;0.80;0.34
1339;Joshua Kimmich;28;de GER;MF,DF;Bayern Munich;de Bundesliga;28;2176;1;6;1;1;0.04;0.25;0.29;0.04
650;Alphonso Davies;22;ca CAN;DF;Bayern Munich;de Bundesliga;29;2065;2;5;2;0;0.09;0.22;0.31;0.09
1418;Konrad Laimer;26;at AUT;DF,MF;Bayern Munich;de Bundesliga;29;1772;0;3;0;0;0.00;0.15;0.15;0.00
1015;Leon Goretzka;28;de GER;MF;Bayern Munich;de Bundesliga;30;2241;6;7;6;0;0.24;0.28;0.52;0.24
2566;Mathys Tel;18;fr FRA;FW,MF;Bayern Munich;de Bundesliga;30;1050;7;5;7;0;0.60;0.43;1.03;0.60
1830;Thomas Müller;33;de GER;MF,FW;Bayern Munich;de Bundesliga;31;1654;5;9;5;0;0.27;0.49;0.76;0.27
1298;Harry Kane;30;eng ENG;FW;Bayern Munich;de Bundesliga;32;2839;36;8;31;0;1.14;0.25;1.39;0.98
57;Paul Akouokou;25;ci CIV;MF;Betis;es La Liga;2;27;0;0;0;0;0.00;0.00;0.00;0.00
58;Paul Akouokou;25;ci CIV;MF;Lyon;fr Ligue 1;8;307;0;0;0;0;0.00;0.00;0.00;0.00
415;Pablo Busto;17;es ESP;DF;Betis;es La Liga;2;44;0;0;0;0;0.00;0.00;0.00;0.00
228;Marc Bartra;32;es ESP;DF;Betis;es La Liga;3;225;0;0;0;0;0.00;0.00;0.00;0.00
2717;Ricardo Visus;22;es ESP;DF;Betis;es La Liga;3;166;0;0;0;0;0.00;0.00;0.00;0.00
189;Cédric Bakambu;32;cd COD;FW;Betis;es La Liga;4;194;0;0;0;0;0.00;0.00;0.00;0.00
857;Luiz Felipe;26;it ITA;DF;Betis;es La Liga;4;360;0;0;0;0;0.00;0.00;0.00;0.00
2701;Fran Vieites;24;es ESP;GK;Betis;es La Liga;4;315;0;0;0;0;0.00;0.00;0.00;0.00
610;Juan Cruz;23;es ESP;FW;Betis;es La Liga;5;76;0;0;0;0;0.00;0.00;0.00;0.00
609;Juan Cruz;24;ar ARG;FW,MF;Hellas Verona;it Serie A;4;109;0;0;0;0;0.00;0.00;0.00;0.00
164;Ezequiel Ávila;29;ar ARG;FW;Betis;es La Liga;6;298;1;0;1;1;0.30;0.00;0.30;0.30
163;Ezequiel Ávila;29;ar ARG;FW,MF;Osasuna;es La Liga;17;864;1;3;1;2;0.10;0.31;0.42;0.10
377;Claudio Bravo;40;cl CHI;GK;Betis;es La Liga;7;630;0;0;0;0;0.00;0.00;0.00;0.00
1178;Borja Iglesias;30;es ESP;FW;Betis;es La Liga;11;408;0;1;0;0;0.00;0.22;0.22;0.00
1179;Borja Iglesias;30;es ESP;FW;Leverkusen;de Bundesliga;7;256;0;0;0;0;0.00;0.00;0.00;0.00
1044;Andrés Guardado;36;mx MEX;MF;Betis;es La Liga;12;447;0;0;0;0;0.00;0.00;0.00;0.00
2301;Youssouf Sabaly;30;sn SEN;DF;Betis;es La Liga;12;1046;0;1;0;0;0.00;0.09;0.09;0.00
85;Sergi Altimira;21;es ESP;MF;Betis;es La Liga;14;568;1;0;1;0;0.16;0.00;0.16;0.16
1120;Luiz Henrique;22;br BRA;FW;Betis;es La Liga;14;616;0;3;0;0;0.00;0.44;0.44;0.00
896;Pablo Fornals;27;es ESP;FW,MF;Betis;es La Liga;15;1148;3;2;3;0;0.24;0.16;0.39;0.24
895;Pablo Fornals;27;es ESP;MF,FW;West Ham;eng Premier League;15;426;0;0;0;0;0.00;0.00;0.00;0.00
2034;Sokratis Papastathopoulos;35;gr GRE;DF;Betis;es La Liga;15;1136;0;0;0;0;0.00;0.00;0.00;0.00
465;Johnny Cardoso;21;us USA;MF;Betis;es La Liga;17;1328;1;2;1;0;0.07;0.14;0.20;0.07
700;Assane Diao;17;es ESP;FW;Betis;es La Liga;18;1048;2;0;2;0;0.17;0.00;0.17;0.17
2295;Aitor Ruibal;27;es ESP;DF,FW;Betis;es La Liga;18;1017;2;1;2;0;0.18;0.09;0.27;0.18
855;Nabil Fekir;30;fr FRA;MF,FW;Betis;es La Liga;19;1049;1;2;1;0;0.09;0.17;0.26;0.09
476;William Carvalho;31;pt POR;MF;Betis;es La Liga;22;680;1;3;1;0;0.13;0.40;0.53;0.13
10;Abner;23;br BRA;DF;Betis;es La Liga;23;1400;0;1;0;0;0.00;0.06;0.06;0.00
265;Héctor Bellerín;28;es ESP;DF;Betis;es La Liga;23;1711;0;1;0;1;0.00;0.05;0.05;0.00
2257;Guido Rodríguez;29;ar ARG;MF;Betis;es La Liga;24;1846;2;0;2;0;0.10;0.00;0.10;0.10
1770;Juan Miranda;23;es ESP;DF;Betis;es La Liga;25;1858;1;1;1;0;0.05;0.05;0.10;0.05
2222;Chadi Riad;20;ma MAR;DF;Betis;es La Liga;26;2164;0;0;0;0;0.00;0.00;0.00;0.00
2249;Marc Roca;26;es ESP;MF;Betis;es La Liga;26;1980;2;2;2;0;0.09;0.09;0.18;0.09
2432;Rui Silva;29;pt POR;GK;Betis;es La Liga;28;2475;0;0;0;0;0.00;0.00;0.00;0.00
1195;Isco;31;es ESP;MF;Betis;es La Liga;29;2326;8;5;6;0;0.31;0.19;0.50;0.23
2253;Rodri;23;es ESP;FW,MF;Betis;es La Liga;29;1051;0;0;0;0;0.00;0.00;0.00;0.00
2252;Rodri;27;es ESP;MF;Manchester City;eng Premier League;34;2931;8;9;8;1;0.25;0.28;0.52;0.25
2093;Ayoze Pérez;30;es ESP;FW;Betis;es La Liga;31;2294;9;1;9;0;0.35;0.04;0.39;0.35
2113;Germán Pezzella;32;ar ARG;DF;Betis;es La Liga;32;2767;1;0;1;0;0.03;0.00;0.03;0.03
1251;Willian José;31;br BRA;FW;Betis;es La Liga;33;1971;10;5;10;1;0.46;0.23;0.68;0.46
1542;Andreas Luthe;36;de GER;GK;Bochum;de Bundesliga;1;90;0;0;0;0;0.00;0.00;0.00;0.00
2841;Simon Zoller;32;de GER;FW,MF;Bochum;de Bundesliga;1;45;0;0;0;0;0.00;0.00;0.00;0.00
2463;Danilo Soares;31;br BRA;DF;Bochum;de Bundesliga;5;351;0;0;0;0;0.00;0.00;0.00;0.00
1505;Noah Loosli;26;ch SUI;DF;Bochum;de Bundesliga;10;346;0;0;0;0;0.00;0.00;0.00;0.00
1408;Moritz-Broni Kwarteng;25;gh GHA;FW;Bochum;de Bundesliga;11;281;0;1;0;1;0.00;0.32;0.32;0.00
899;Philipp Förster;28;de GER;MF,FW;Bochum;de Bundesliga;13;385;0;0;0;0;0.00;0.00;0.00;0.00
2049;Felix Passlack;25;de GER;DF;Bochum;de Bundesliga;15;960;2;2;2;1;0.19;0.19;0.37;0.19
1949;Tim Oermann;19;de GER;DF;Bochum;de Bundesliga;16;714;0;0;0;0;0.00;0.00;0.00;0.00
2019;Gonçalo Paciência;28;pt POR;FW,MF;Bochum;de Bundesliga;19;650;3;1;3;0;0.42;0.14;0.55;0.42
644;Lukas Daschner;24;de GER;MF,FW;Bochum;de Bundesliga;20;536;1;1;1;0;0.17;0.17;0.34;0.17
2780;Maximilian Wittek;27;de GER;DF,FW;Bochum;de Bundesliga;21;1070;3;1;3;0;0.25;0.08;0.34;0.25
935;Cristian Gamboa;33;cr CRC;DF;Bochum;de Bundesliga;22;1187;0;1;0;0;0.00;0.08;0.08;0.00
297;Matúš Bero;27;sk SVK;MF,FW;Bochum;de Bundesliga;24;1661;1;1;1;0;0.05;0.05;0.11;0.05
1989;Ivan Ordets;31;ua UKR;DF;Bochum;de Bundesliga;24;1880;1;0;1;0;0.05;0.00;0.05;0.05
2001;Patrick Osterhage;23;de GER;MF;Bochum;de Bundesliga;24;1861;2;1;2;0;0.10;0.05;0.15;0.10
119;Christopher Antwi-Adjei;29;gh GHA;FW,MF;Bochum;de Bundesliga;25;1216;2;2;2;0;0.15;0.15;0.30;0.15
395;Moritz Broschinski;22;de GER;FW;Bochum;de Bundesliga;26;1247;2;3;2;0;0.14;0.22;0.36;0.14
2381;Keven Schlotterbeck;26;de GER;DF;Bochum;de Bundesliga;27;2185;5;1;5;0;0.21;0.04;0.25;0.21
145;Takuma Asano;28;jp JPN;FW,MF;Bochum;de Bundesliga;29;1986;6;1;6;0;0.27;0.05;0.32;0.27
1149;Philipp Hofmann;30;de GER;FW;Bochum;de Bundesliga;29;1571;4;2;4;0;0.23;0.11;0.34;0.23
1653;Erhan Mašović;24;rs SRB;DF,MF;Bochum;de Bundesliga;29;2219;0;0;0;0;0.00;0.00;0.00;0.00
1516;Anthony Losilla;37;fr FRA;MF;Bochum;de Bundesliga;31;2576;1;2;1;0;0.03;0.07;0.10;0.03
2512;Kevin Stöger;29;at AUT;MF;Bochum;de Bundesliga;32;2668;7;10;3;0;0.24;0.34;0.57;0.10
295;Bernardo;28;br BRA;DF;Bochum;de Bundesliga;33;2924;1;0;1;0;0.03;0.00;0.03;0.03
2235;Manuel Riemann;34;de GER;GK;Bochum;de Bundesliga;33;2970;0;0;0;0;0.00;0.00;0.00;0.00
184;Nicola Bagnolini;19;it ITA;GK;Bologna;it Serie A;1;5;0;0;0;0;0.00;0.00;0.00;0.00
341;Kevin Bonifazi;27;it ITA;DF;Bologna;it Serie A;1;90;0;0;0;0;0.00;0.00;0.00;0.00
342;Kevin Bonifazi;27;it ITA;DF;Frosinone;it Serie A;6;309;0;0;0;0;0.00;0.00;0.00;0.00
749;Nicolás Domínguez;25;ar ARG;MF;Bologna;it Serie A;2;102;0;0;0;0;0.00;0.00;0.00;0.00
748;Nicolás Domínguez;25;ar ARG;MF,FW;Nott'ham Forest;eng Premier League;26;1495;2;2;2;0;0.12;0.12;0.24;0.12
2202;Federico Ravaglia;23;it ITA;GK;Bologna;it Serie A;6;535;0;0;0;0;0.00;0.00;0.00;0.00
1306;Jesper Karlsson;25;se SWE;FW;Bologna;it Serie A;7;344;0;0;0;0;0.00;0.00;0.00;0.00
492;Santiago Castro;18;ar ARG;FW;Bologna;it Serie A;8;242;1;1;1;0;0.37;0.37;0.74;0.37
574;Tommaso Corazza;19;it ITA;DF;Bologna;it Serie A;9;195;0;0;0;0;0.00;0.00;0.00;0.00
1160;Sydney van Hooijdonk;23;nl NED;FW;Bologna;it Serie A;9;212;0;0;0;0;0.00;0.00;0.00;0.00
1946;Jens Odgaard;24;dk DEN;FW,MF;Bologna;it Serie A;10;431;2;0;2;0;0.42;0.00;0.42;0.42
660;Lorenzo De Silvestri;35;it ITA;DF;Bologna;it Serie A;15;674;2;0;2;0;0.27;0.00;0.27;0.27
172;Oussama El Azzouzi;22;ma MAR;MF;Bologna;it Serie A;18;547;2;2;2;0;0.33;0.33;0.66;0.33
1544;Charalambos Lykogiannis;29;gr GRE;DF;Bologna;it Serie A;22;904;2;1;2;0;0.20;0.10;0.30;0.20
2660;Kacper Urbanski;18;pl POL;MF,FW;Bologna;it Serie A;22;926;0;1;0;0;0.00;0.10;0.10;0.00
1810;Nikola Moro;25;hr CRO;MF;Bologna;it Serie A;23;840;1;0;1;0;0.11;0.00;0.11;0.11
838;Giovanni Fabbian;20;it ITA;MF,FW;Bologna;it Serie A;27;1057;5;2;5;0;0.43;0.17;0.60;0.43
1529;Jhon Lucumí;25;co COL;DF;Bologna;it Serie A;29;2217;0;0;0;0;0.00;0.00;0.00;0.00
304;Sam Beukema;24;nl NED;DF;Bologna;it Serie A;30;2547;1;1;1;1;0.04;0.04;0.07;0.04
427;Riccardo Calafiori;21;it ITA;DF;Bologna;it Serie A;30;2349;2;5;2;0;0.08;0.19;0.27;0.08
2308;Alexis Saelemaekers;24;be BEL;FW,MF;Bologna;it Serie A;30;1887;4;2;4;1;0.19;0.10;0.29;0.19
862;Lewis Ferguson;23;sct SCO;MF;Bologna;it Serie A;31;2712;6;3;6;0;0.20;0.10;0.30;0.20
2149;Stefan Posch;26;at AUT;DF;Bologna;it Serie A;31;2409;1;2;1;0;0.04;0.07;0.11;0.04
296;Victor Bernth Kristiansen;20;dk DEN;DF;Bologna;it Serie A;32;2307;0;3;0;0;0.00;0.12;0.12;0.00
911;Remo Freuler;31;ch SUI;MF;Bologna;it Serie A;32;2624;1;1;1;0;0.03;0.03;0.07;0.03
1882;Dan Ndoye;22;ch SUI;FW,MF;Bologna;it Serie A;32;1771;1;1;1;0;0.05;0.05;0.10;0.05
2454;Łukasz Skorupski;32;pl POL;GK;Bologna;it Serie A;32;2880;0;0;0;0;0.00;0.00;0.00;0.00
1993;Riccardo Orsolini;26;it ITA;FW,MF;Bologna;it Serie A;33;1792;10;2;8;0;0.50;0.10;0.60;0.40
2839;Joshua Zirkzee;22;nl NED;FW;Bologna;it Serie A;34;2759;11;4;9;0;0.36;0.13;0.49;0.29
32;Michel Aebischer;26;ch SUI;MF;Bologna;it Serie A;36;2230;0;1;0;0;0.00;0.04;0.04;0.00
2306;Dominic Sadi;19;eng ENG;FW;Bournemouth;eng Premier League;1;1;0;0;0;0;0.00;0.00;0.00;0.00
2172;Ionuț Radu;26;ro ROU;GK;Bournemouth;eng Premier League;2;180;0;0;0;0;0.00;0.00;0.00;0.00
20;Tyler Adams;24;us USA;MF;Bournemouth;eng Premier League;3;121;0;0;0;0;0.00;0.00;0.00;0.00
115;Jaidon Anthony;23;eng ENG;FW;Bournemouth;eng Premier League;3;152;0;0;0;0;0.00;0.00;0.00;0.00
1263;Hamed Junior Traorè;23;ci CIV;MF;Bournemouth;eng Premier League;3;47;0;0;0;0;0.00;0.00;0.00;0.00
1264;Hamed Junior Traorè;23;ci CIV;MF;Napoli;it Serie A;9;382;0;0;0;0;0.00;0.00;0.00;0.00
2634;Mark Travers;24;ie IRL;GK;Bournemouth;eng Premier League;4;360;0;0;0;0;0.00;0.00;0.00;0.00
841;Romain Faivre;25;fr FRA;MF,FW;Bournemouth;eng Premier League;5;41;0;0;0;0;0.00;0.00;0.00;0.00
842;Romain Faivre;25;fr FRA;MF,FW;Lorient;fr Ligue 1;17;1453;5;1;5;0;0.31;0.06;0.37;0.31
1143;James Hill;21;eng ENG;DF;Bournemouth;eng Premier League;5;76;0;0;0;0;0.00;0.00;0.00;0.00
1799;Kieffer Moore;30;wls WAL;FW,MF;Bournemouth;eng Premier League;8;108;1;0;1;0;0.83;0.00;0.83;0.83
1734;Chris Mepham;25;wls WAL;DF;Bournemouth;eng Premier League;10;617;0;1;0;0;0.00;0.15;0.15;0.00
2282;Joe Rothwell;28;eng ENG;MF;Bournemouth;eng Premier League;11;386;0;0;0;0;0.00;0.00;0.00;0.00
393;David Brooks;26;wls WAL;FW,MF;Bournemouth;eng Premier League;13;282;1;1;1;0;0.32;0.32;0.64;0.32
2656;Enes Ünal;26;tr TUR;FW,MF;Bournemouth;eng Premier League;16;328;2;2;2;0;0.55;0.55;1.10;0.55
2657;Enes Ünal;26;tr TUR;FW,MF;Getafe;es La Liga;3;140;0;1;0;0;0.00;0.64;0.64;0.00
1;Max Aarons;23;eng ENG;DF;Bournemouth;eng Premier League;20;1237;0;1;0;0;0.00;0.07;0.07;0.00
2443;Luis Sinisterra;24;co COL;FW,MF;Bournemouth;eng Premier League;20;699;2;2;2;0;0.26;0.26;0.52;0.26
1326;Lloyd Kelly;24;eng ENG;DF;Bournemouth;eng Premier League;23;1559;0;1;0;0;0.00;0.06;0.06;0.00
2394;Alex Scott;19;eng ENG;MF;Bournemouth;eng Premier League;23;1014;1;1;1;0;0.09;0.09;0.18;0.09
1330;Milos Kerkez;19;hu HUN;DF;Bournemouth;eng Premier League;28;1970;0;1;0;1;0.00;0.05;0.05;0.00
2459;Adam Smith;32;eng ENG;DF;Bournemouth;eng Premier League;28;2150;0;2;0;0;0.00;0.08;0.08;0.00
309;Philip Billing;27;dk DEN;MF;Bournemouth;eng Premier League;29;1398;2;2;2;1;0.13;0.13;0.26;0.13
